target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2024-12-04,2024-12-01,0.01,1,quantile,1868.1525641859
ILI incidence,AT,2024-12-04,2024-12-01,0.025,1,quantile,2008.37678603361
ILI incidence,AT,2024-12-04,2024-12-01,0.05,1,quantile,2125.45455331
ILI incidence,AT,2024-12-04,2024-12-01,0.1,1,quantile,2263.91665318571
ILI incidence,AT,2024-12-04,2024-12-01,0.15,1,quantile,2350.97900252525
ILI incidence,AT,2024-12-04,2024-12-01,0.2,1,quantile,2445.5129846157
ILI incidence,AT,2024-12-04,2024-12-01,0.25,1,quantile,2513.16233294767
ILI incidence,AT,2024-12-04,2024-12-01,0.3,1,quantile,2571.00057667398
ILI incidence,AT,2024-12-04,2024-12-01,0.35,1,quantile,2624.62308301116
ILI incidence,AT,2024-12-04,2024-12-01,0.4,1,quantile,2674.11503505396
ILI incidence,AT,2024-12-04,2024-12-01,0.45,1,quantile,2725.88091124421
ILI incidence,AT,2024-12-04,2024-12-01,0.5,1,quantile,2776.06765169602
ILI incidence,AT,2024-12-04,2024-12-01,0.55,1,quantile,2823.848713821
ILI incidence,AT,2024-12-04,2024-12-01,0.6,1,quantile,2896.59515825004
ILI incidence,AT,2024-12-04,2024-12-01,0.65,1,quantile,2952.67496897169
ILI incidence,AT,2024-12-04,2024-12-01,0.7,1,quantile,2996.8073455371
ILI incidence,AT,2024-12-04,2024-12-01,0.75,1,quantile,3101.30811504271
ILI incidence,AT,2024-12-04,2024-12-01,0.8,1,quantile,3186.26528772363
ILI incidence,AT,2024-12-04,2024-12-01,0.85,1,quantile,3271.84954918588
ILI incidence,AT,2024-12-04,2024-12-01,0.9,1,quantile,3406.80511957328
ILI incidence,AT,2024-12-04,2024-12-01,0.95,1,quantile,3535.31923066748
ILI incidence,AT,2024-12-04,2024-12-01,0.975,1,quantile,3672.04969756753
ILI incidence,AT,2024-12-04,2024-12-01,0.99,1,quantile,3848.00596924706
ILI incidence,AT,2024-12-04,2024-12-08,0.01,2,quantile,1477.99195142771
ILI incidence,AT,2024-12-04,2024-12-08,0.025,2,quantile,1611.00443344145
ILI incidence,AT,2024-12-04,2024-12-08,0.05,2,quantile,1745.18864692783
ILI incidence,AT,2024-12-04,2024-12-08,0.1,2,quantile,1920.19870438295
ILI incidence,AT,2024-12-04,2024-12-08,0.15,2,quantile,2061.52484372312
ILI incidence,AT,2024-12-04,2024-12-08,0.2,2,quantile,2167.41650298461
ILI incidence,AT,2024-12-04,2024-12-08,0.25,2,quantile,2247.66773510549
ILI incidence,AT,2024-12-04,2024-12-08,0.3,2,quantile,2337.72024641788
ILI incidence,AT,2024-12-04,2024-12-08,0.35,2,quantile,2394.51004433488
ILI incidence,AT,2024-12-04,2024-12-08,0.4,2,quantile,2456.53643616786
ILI incidence,AT,2024-12-04,2024-12-08,0.45,2,quantile,2532.8368541192
ILI incidence,AT,2024-12-04,2024-12-08,0.5,2,quantile,2592.29280933006
ILI incidence,AT,2024-12-04,2024-12-08,0.55,2,quantile,2672.98478057993
ILI incidence,AT,2024-12-04,2024-12-08,0.6,2,quantile,2751.02385763327
ILI incidence,AT,2024-12-04,2024-12-08,0.65,2,quantile,2833.41592512708
ILI incidence,AT,2024-12-04,2024-12-08,0.7,2,quantile,2937.81379183462
ILI incidence,AT,2024-12-04,2024-12-08,0.75,2,quantile,3039.72053124
ILI incidence,AT,2024-12-04,2024-12-08,0.8,2,quantile,3183.72630562501
ILI incidence,AT,2024-12-04,2024-12-08,0.85,2,quantile,3330.74847830908
ILI incidence,AT,2024-12-04,2024-12-08,0.9,2,quantile,3513.68796657762
ILI incidence,AT,2024-12-04,2024-12-08,0.95,2,quantile,3734.32564031659
ILI incidence,AT,2024-12-04,2024-12-08,0.975,2,quantile,4053.64659677084
ILI incidence,AT,2024-12-04,2024-12-08,0.99,2,quantile,4354.23538843521
ILI incidence,AT,2024-12-04,2024-12-15,0.01,3,quantile,1111.48228224383
