target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2024-11-20,2024-11-17,0.01,1,quantile,1005.82967472951
ILI incidence,AT,2024-11-20,2024-11-17,0.025,1,quantile,1082.36246659556
ILI incidence,AT,2024-11-20,2024-11-17,0.05,1,quantile,1150.11261806047
ILI incidence,AT,2024-11-20,2024-11-17,0.1,1,quantile,1270.84177563772
ILI incidence,AT,2024-11-20,2024-11-17,0.15,1,quantile,1355.15838328003
ILI incidence,AT,2024-11-20,2024-11-17,0.2,1,quantile,1429.23011654923
ILI incidence,AT,2024-11-20,2024-11-17,0.25,1,quantile,1481.60549135727
ILI incidence,AT,2024-11-20,2024-11-17,0.3,1,quantile,1537.28761325858
ILI incidence,AT,2024-11-20,2024-11-17,0.35,1,quantile,1590.31414859062
ILI incidence,AT,2024-11-20,2024-11-17,0.4,1,quantile,1647.76304446755
ILI incidence,AT,2024-11-20,2024-11-17,0.45,1,quantile,1722.89926831283
ILI incidence,AT,2024-11-20,2024-11-17,0.5,1,quantile,1788.34970094957
ILI incidence,AT,2024-11-20,2024-11-17,0.55,1,quantile,1835.96147551477
ILI incidence,AT,2024-11-20,2024-11-17,0.6,1,quantile,1888.35405691296
ILI incidence,AT,2024-11-20,2024-11-17,0.65,1,quantile,1958.90365756261
ILI incidence,AT,2024-11-20,2024-11-17,0.7,1,quantile,2017.96582141416
ILI incidence,AT,2024-11-20,2024-11-17,0.75,1,quantile,2090.26365977981
ILI incidence,AT,2024-11-20,2024-11-17,0.8,1,quantile,2158.22891699985
ILI incidence,AT,2024-11-20,2024-11-17,0.85,1,quantile,2248.10778722894
ILI incidence,AT,2024-11-20,2024-11-17,0.9,1,quantile,2354.77886250511
ILI incidence,AT,2024-11-20,2024-11-17,0.95,1,quantile,2588.39850794002
ILI incidence,AT,2024-11-20,2024-11-17,0.975,1,quantile,2748.09798302931
ILI incidence,AT,2024-11-20,2024-11-17,0.99,1,quantile,3002.05239807149
ILI incidence,AT,2024-11-20,2024-11-24,0.01,2,quantile,669.651798926527
ILI incidence,AT,2024-11-20,2024-11-24,0.025,2,quantile,765.305092689158
ILI incidence,AT,2024-11-20,2024-11-24,0.05,2,quantile,871.344545453383
ILI incidence,AT,2024-11-20,2024-11-24,0.1,2,quantile,999.800398726353
ILI incidence,AT,2024-11-20,2024-11-24,0.15,2,quantile,1082.14078299379
ILI incidence,AT,2024-11-20,2024-11-24,0.2,2,quantile,1155.86006112139
ILI incidence,AT,2024-11-20,2024-11-24,0.25,2,quantile,1236.65880695844
ILI incidence,AT,2024-11-20,2024-11-24,0.3,2,quantile,1326.15403671709
ILI incidence,AT,2024-11-20,2024-11-24,0.35,2,quantile,1394.37416913417
ILI incidence,AT,2024-11-20,2024-11-24,0.4,2,quantile,1476.07577814677
ILI incidence,AT,2024-11-20,2024-11-24,0.45,2,quantile,1543.61651773027
ILI incidence,AT,2024-11-20,2024-11-24,0.5,2,quantile,1612.16098979549
ILI incidence,AT,2024-11-20,2024-11-24,0.55,2,quantile,1693.38558593353
ILI incidence,AT,2024-11-20,2024-11-24,0.6,2,quantile,1758.4552726478
ILI incidence,AT,2024-11-20,2024-11-24,0.65,2,quantile,1838.67221584609
ILI incidence,AT,2024-11-20,2024-11-24,0.7,2,quantile,1936.84159795411
ILI incidence,AT,2024-11-20,2024-11-24,0.75,2,quantile,2025.5751708919
ILI incidence,AT,2024-11-20,2024-11-24,0.8,2,quantile,2116.81050560766
ILI incidence,AT,2024-11-20,2024-11-24,0.85,2,quantile,2281.18792090699
ILI incidence,AT,2024-11-20,2024-11-24,0.9,2,quantile,2471.10283680998
ILI incidence,AT,2024-11-20,2024-11-24,0.95,2,quantile,2780.55700524457
ILI incidence,AT,2024-11-20,2024-11-24,0.975,2,quantile,3107.93327604894
ILI incidence,AT,2024-11-20,2024-11-24,0.99,2,quantile,3440.35359629547
ILI incidence,AT,2024-11-20,2024-12-01,0.01,3,quantile,456.908352221056
ILI incidence,AT,2024-11-20,2024-12-01,0.025,3,quantile,557.455973083541
ILI incidence,AT,2024-11-20,2024-12-01,0.05,3,quantile,638.827245283878
ILI incidence,AT,2024-11-20,2024-12-01,0.1,3,quantile,767.179732330693
ILI incidence,AT,2024-11-20,2024-12-01,0.15,3,quantile,861.57578684645
ILI incidence,AT,2024-11-20,2024-12-01,0.2,3,quantile,945.898255730927
ILI incidence,AT,2024-11-20,2024-12-01,0.25,3,quantile,1033.03110318894
ILI incidence,AT,2024-11-20,2024-12-01,0.3,3,quantile,1124.27456386384
ILI incidence,AT,2024-11-20,2024-12-01,0.35,3,quantile,1195.06147557161
ILI incidence,AT,2024-11-20,2024-12-01,0.4,3,quantile,1266.94925260069
ILI incidence,AT,2024-11-20,2024-12-01,0.45,3,quantile,1378.70480257271
ILI incidence,AT,2024-11-20,2024-12-01,0.5,3,quantile,1446.77960383163
ILI incidence,AT,2024-11-20,2024-12-01,0.55,3,quantile,1523.73235941272
ILI incidence,AT,2024-11-20,2024-12-01,0.6,3,quantile,1634.17752559926
ILI incidence,AT,2024-11-20,2024-12-01,0.65,3,quantile,1725.33074206829
ILI incidence,AT,2024-11-20,2024-12-01,0.7,3,quantile,1821.1517905412
ILI incidence,AT,2024-11-20,2024-12-01,0.75,3,quantile,1942.33874122605
ILI incidence,AT,2024-11-20,2024-12-01,0.8,3,quantile,2083.96111028368
ILI incidence,AT,2024-11-20,2024-12-01,0.85,3,quantile,2265.88799590202
ILI incidence,AT,2024-11-20,2024-12-01,0.9,3,quantile,2528.35497444347
ILI incidence,AT,2024-11-20,2024-12-01,0.95,3,quantile,2897.9559127121
ILI incidence,AT,2024-11-20,2024-12-01,0.975,3,quantile,3333.69237479426
ILI incidence,AT,2024-11-20,2024-12-01,0.99,3,quantile,3824.39878882984
ILI incidence,AT,2024-11-20,2024-12-08,0.01,4,quantile,316.281072939994
ILI incidence,AT,2024-11-20,2024-12-08,0.025,4,quantile,391.677366306877
ILI incidence,AT,2024-11-20,2024-12-08,0.05,4,quantile,479.052914958794
ILI incidence,AT,2024-11-20,2024-12-08,0.1,4,quantile,606.001140992041
ILI incidence,AT,2024-11-20,2024-12-08,0.15,4,quantile,696.380161056722
ILI incidence,AT,2024-11-20,2024-12-08,0.2,4,quantile,787.373393903952
ILI incidence,AT,2024-11-20,2024-12-08,0.25,4,quantile,864.730866678695
ILI incidence,AT,2024-11-20,2024-12-08,0.3,4,quantile,956.263207199782
ILI incidence,AT,2024-11-20,2024-12-08,0.35,4,quantile,1037.369188732
ILI incidence,AT,2024-11-20,2024-12-08,0.4,4,quantile,1120.59836550281
ILI incidence,AT,2024-11-20,2024-12-08,0.45,4,quantile,1213.77490814136
ILI incidence,AT,2024-11-20,2024-12-08,0.5,4,quantile,1298.46337613929
ILI incidence,AT,2024-11-20,2024-12-08,0.55,4,quantile,1389.818283958
ILI incidence,AT,2024-11-20,2024-12-08,0.6,4,quantile,1482.89945807397
ILI incidence,AT,2024-11-20,2024-12-08,0.65,4,quantile,1601.99169023287
ILI incidence,AT,2024-11-20,2024-12-08,0.7,4,quantile,1717.35992403779
ILI incidence,AT,2024-11-20,2024-12-08,0.75,4,quantile,1841.53699086805
ILI incidence,AT,2024-11-20,2024-12-08,0.8,4,quantile,2047.7172122612
ILI incidence,AT,2024-11-20,2024-12-08,0.85,4,quantile,2204.65631735064
ILI incidence,AT,2024-11-20,2024-12-08,0.9,4,quantile,2492.55806586259
ILI incidence,AT,2024-11-20,2024-12-08,0.95,4,quantile,2982.33392533947
ILI incidence,AT,2024-11-20,2024-12-08,0.975,4,quantile,3331.9672453759
ILI incidence,AT,2024-11-20,2024-12-08,0.99,4,quantile,3887.58931718228
ILI incidence,AT,2024-11-20,2024-11-17,,1,median,1788.34970094957
ILI incidence,AT,2024-11-20,2024-11-24,,2,median,1612.16098979549
ILI incidence,AT,2024-11-20,2024-12-01,,3,median,1446.77960383163
ILI incidence,AT,2024-11-20,2024-12-08,,4,median,1298.46337613929
ILI incidence,BE,2024-11-20,2024-11-17,0.01,1,quantile,22.965899346082
ILI incidence,BE,2024-11-20,2024-11-17,0.025,1,quantile,29.986692632695
ILI incidence,BE,2024-11-20,2024-11-17,0.05,1,quantile,35.7703223918999
ILI incidence,BE,2024-11-20,2024-11-17,0.1,1,quantile,43.4071809339385
ILI incidence,BE,2024-11-20,2024-11-17,0.15,1,quantile,48.3489484345458
ILI incidence,BE,2024-11-20,2024-11-17,0.2,1,quantile,53.2199119214171
ILI incidence,BE,2024-11-20,2024-11-17,0.25,1,quantile,57.8036839489857
ILI incidence,BE,2024-11-20,2024-11-17,0.3,1,quantile,61.577628231849
ILI incidence,BE,2024-11-20,2024-11-17,0.35,1,quantile,65.6967424397478
ILI incidence,BE,2024-11-20,2024-11-17,0.4,1,quantile,70.7020357805135
ILI incidence,BE,2024-11-20,2024-11-17,0.45,1,quantile,74.7931783722641
ILI incidence,BE,2024-11-20,2024-11-17,0.5,1,quantile,79.4322753098059
ILI incidence,BE,2024-11-20,2024-11-17,0.55,1,quantile,83.2098829303613
ILI incidence,BE,2024-11-20,2024-11-17,0.6,1,quantile,87.6038918546493
ILI incidence,BE,2024-11-20,2024-11-17,0.65,1,quantile,92.0322672652041
ILI incidence,BE,2024-11-20,2024-11-17,0.7,1,quantile,98.3617301139764
ILI incidence,BE,2024-11-20,2024-11-17,0.75,1,quantile,104.55312663059
ILI incidence,BE,2024-11-20,2024-11-17,0.8,1,quantile,111.882440419844
ILI incidence,BE,2024-11-20,2024-11-17,0.85,1,quantile,123.876697259037
ILI incidence,BE,2024-11-20,2024-11-17,0.9,1,quantile,138.151144769431
ILI incidence,BE,2024-11-20,2024-11-17,0.95,1,quantile,165.098055300787
ILI incidence,BE,2024-11-20,2024-11-17,0.975,1,quantile,184.37625867314
ILI incidence,BE,2024-11-20,2024-11-17,0.99,1,quantile,235.465606875011
ILI incidence,BE,2024-11-20,2024-11-24,0.01,2,quantile,9.67355468474924
ILI incidence,BE,2024-11-20,2024-11-24,0.025,2,quantile,17.1590584377433
ILI incidence,BE,2024-11-20,2024-11-24,0.05,2,quantile,23.1859412641662
ILI incidence,BE,2024-11-20,2024-11-24,0.1,2,quantile,31.4515173510332
ILI incidence,BE,2024-11-20,2024-11-24,0.15,2,quantile,38.3151452637166
ILI incidence,BE,2024-11-20,2024-11-24,0.2,2,quantile,45.5328345248817
ILI incidence,BE,2024-11-20,2024-11-24,0.25,2,quantile,50.9447834389312
ILI incidence,BE,2024-11-20,2024-11-24,0.3,2,quantile,56.0026650415302
ILI incidence,BE,2024-11-20,2024-11-24,0.35,2,quantile,60.9459379381363
ILI incidence,BE,2024-11-20,2024-11-24,0.4,2,quantile,67.2448866108457
ILI incidence,BE,2024-11-20,2024-11-24,0.45,2,quantile,73.2104698423069
ILI incidence,BE,2024-11-20,2024-11-24,0.5,2,quantile,78.956892578974
ILI incidence,BE,2024-11-20,2024-11-24,0.55,2,quantile,85.384161376275
ILI incidence,BE,2024-11-20,2024-11-24,0.6,2,quantile,91.7746981251633
ILI incidence,BE,2024-11-20,2024-11-24,0.65,2,quantile,100.338852039501
ILI incidence,BE,2024-11-20,2024-11-24,0.7,2,quantile,110.962919719241
ILI incidence,BE,2024-11-20,2024-11-24,0.75,2,quantile,121.306493135009
ILI incidence,BE,2024-11-20,2024-11-24,0.8,2,quantile,137.852222678017
ILI incidence,BE,2024-11-20,2024-11-24,0.85,2,quantile,156.974029944404
ILI incidence,BE,2024-11-20,2024-11-24,0.9,2,quantile,187.251491517614
ILI incidence,BE,2024-11-20,2024-11-24,0.95,2,quantile,254.922560385358
ILI incidence,BE,2024-11-20,2024-11-24,0.975,2,quantile,301.943668413492
ILI incidence,BE,2024-11-20,2024-11-24,0.99,2,quantile,361.995570150013
ILI incidence,BE,2024-11-20,2024-12-01,0.01,3,quantile,5.70320156376003
ILI incidence,BE,2024-11-20,2024-12-01,0.025,3,quantile,8.66226894526395
ILI incidence,BE,2024-11-20,2024-12-01,0.05,3,quantile,15.0332390645719
ILI incidence,BE,2024-11-20,2024-12-01,0.1,3,quantile,24.7692219450282
ILI incidence,BE,2024-11-20,2024-12-01,0.15,3,quantile,32.7276766660362
ILI incidence,BE,2024-11-20,2024-12-01,0.2,3,quantile,39.9987033969158
ILI incidence,BE,2024-11-20,2024-12-01,0.25,3,quantile,45.977290752545
ILI incidence,BE,2024-11-20,2024-12-01,0.3,3,quantile,51.7720123703297
ILI incidence,BE,2024-11-20,2024-12-01,0.35,3,quantile,57.7733098918093
ILI incidence,BE,2024-11-20,2024-12-01,0.4,3,quantile,64.2949368555819
ILI incidence,BE,2024-11-20,2024-12-01,0.45,3,quantile,71.1703035534476
ILI incidence,BE,2024-11-20,2024-12-01,0.5,3,quantile,80.0969554827551
ILI incidence,BE,2024-11-20,2024-12-01,0.55,3,quantile,90.1447806515137
ILI incidence,BE,2024-11-20,2024-12-01,0.6,3,quantile,100.774725596943
ILI incidence,BE,2024-11-20,2024-12-01,0.65,3,quantile,114.198246389976
ILI incidence,BE,2024-11-20,2024-12-01,0.7,3,quantile,128.287461355931
ILI incidence,BE,2024-11-20,2024-12-01,0.75,3,quantile,146.620942697672
ILI incidence,BE,2024-11-20,2024-12-01,0.8,3,quantile,169.263833585007
