target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2024-11-27,2024-11-24,0.01,1,quantile,1019.20139978542
ILI incidence,AT,2024-11-27,2024-11-24,0.025,1,quantile,1092.75210354749
ILI incidence,AT,2024-11-27,2024-11-24,0.05,1,quantile,1162.26557083173
ILI incidence,AT,2024-11-27,2024-11-24,0.1,1,quantile,1279.67327187967
ILI incidence,AT,2024-11-27,2024-11-24,0.15,1,quantile,1367.34962473686
ILI incidence,AT,2024-11-27,2024-11-24,0.2,1,quantile,1445.80370046689
ILI incidence,AT,2024-11-27,2024-11-24,0.25,1,quantile,1497.26177105437
ILI incidence,AT,2024-11-27,2024-11-24,0.3,1,quantile,1550.74144995209
ILI incidence,AT,2024-11-27,2024-11-24,0.35,1,quantile,1608.86993217963
ILI incidence,AT,2024-11-27,2024-11-24,0.4,1,quantile,1669.75086795355
ILI incidence,AT,2024-11-27,2024-11-24,0.45,1,quantile,1740.90486223141
ILI incidence,AT,2024-11-27,2024-11-24,0.5,1,quantile,1803.58472943875
ILI incidence,AT,2024-11-27,2024-11-24,0.55,1,quantile,1852.33422263241
ILI incidence,AT,2024-11-27,2024-11-24,0.6,1,quantile,1910.35454068929
ILI incidence,AT,2024-11-27,2024-11-24,0.65,1,quantile,1979.80682216798
ILI incidence,AT,2024-11-27,2024-11-24,0.7,1,quantile,2040.34616949113
ILI incidence,AT,2024-11-27,2024-11-24,0.75,1,quantile,2115.95300224951
ILI incidence,AT,2024-11-27,2024-11-24,0.8,1,quantile,2179.85427481308
ILI incidence,AT,2024-11-27,2024-11-24,0.85,1,quantile,2268.8314120214
ILI incidence,AT,2024-11-27,2024-11-24,0.9,1,quantile,2387.85233784383
ILI incidence,AT,2024-11-27,2024-11-24,0.95,1,quantile,2620.25059234953
ILI incidence,AT,2024-11-27,2024-11-24,0.975,1,quantile,2784.09501562413
ILI incidence,AT,2024-11-27,2024-11-24,0.99,1,quantile,3035.51256337006
ILI incidence,AT,2024-11-27,2024-12-01,0.01,2,quantile,688.580634729592
ILI incidence,AT,2024-11-27,2024-12-01,0.025,2,quantile,779.949719989566
ILI incidence,AT,2024-11-27,2024-12-01,0.05,2,quantile,888.867394988998
ILI incidence,AT,2024-11-27,2024-12-01,0.1,2,quantile,1015.60952779157
ILI incidence,AT,2024-11-27,2024-12-01,0.15,2,quantile,1106.2167629851
ILI incidence,AT,2024-11-27,2024-12-01,0.2,2,quantile,1180.99229433158
ILI incidence,AT,2024-11-27,2024-12-01,0.25,2,quantile,1259.97883833109
ILI incidence,AT,2024-11-27,2024-12-01,0.3,2,quantile,1356.43396717202
ILI incidence,AT,2024-11-27,2024-12-01,0.35,2,quantile,1419.40468169684
ILI incidence,AT,2024-11-27,2024-12-01,0.4,2,quantile,1506.0879875619
ILI incidence,AT,2024-11-27,2024-12-01,0.45,2,quantile,1576.21880512838
ILI incidence,AT,2024-11-27,2024-12-01,0.5,2,quantile,1638.84915519551
ILI incidence,AT,2024-11-27,2024-12-01,0.55,2,quantile,1717.10174077081
ILI incidence,AT,2024-11-27,2024-12-01,0.6,2,quantile,1796.89945269728
ILI incidence,AT,2024-11-27,2024-12-01,0.65,2,quantile,1866.690622304
ILI incidence,AT,2024-11-27,2024-12-01,0.7,2,quantile,1973.79919079707
ILI incidence,AT,2024-11-27,2024-12-01,0.75,2,quantile,2059.3078785464
ILI incidence,AT,2024-11-27,2024-12-01,0.8,2,quantile,2159.52136976329
ILI incidence,AT,2024-11-27,2024-12-01,0.85,2,quantile,2319.30360304555
ILI incidence,AT,2024-11-27,2024-12-01,0.9,2,quantile,2521.07900839971
ILI incidence,AT,2024-11-27,2024-12-01,0.95,2,quantile,2840.2181848249
ILI incidence,AT,2024-11-27,2024-12-01,0.975,2,quantile,3164.91566254862
ILI incidence,AT,2024-11-27,2024-12-01,0.99,2,quantile,3506.92064956471
ILI incidence,AT,2024-11-27,2024-12-08,0.01,3,quantile,464.231088337762
ILI incidence,AT,2024-11-27,2024-12-08,0.025,3,quantile,565.306349989148
ILI incidence,AT,2024-11-27,2024-12-08,0.05,3,quantile,650.136127906992
ILI incidence,AT,2024-11-27,2024-12-08,0.1,3,quantile,774.560293563706
ILI incidence,AT,2024-11-27,2024-12-08,0.15,3,quantile,873.09629939714
ILI incidence,AT,2024-11-27,2024-12-08,0.2,3,quantile,962.890901281378
ILI incidence,AT,2024-11-27,2024-12-08,0.25,3,quantile,1063.16743623858
ILI incidence,AT,2024-11-27,2024-12-08,0.3,3,quantile,1147.80478807687
ILI incidence,AT,2024-11-27,2024-12-08,0.35,3,quantile,1220.82812600187
ILI incidence,AT,2024-11-27,2024-12-08,0.4,3,quantile,1296.78572928114
ILI incidence,AT,2024-11-27,2024-12-08,0.45,3,quantile,1401.5433259964
ILI incidence,AT,2024-11-27,2024-12-08,0.5,3,quantile,1479.99709745219
ILI incidence,AT,2024-11-27,2024-12-08,0.55,3,quantile,1564.0351805953
ILI incidence,AT,2024-11-27,2024-12-08,0.6,3,quantile,1675.94356921332
ILI incidence,AT,2024-11-27,2024-12-08,0.65,3,quantile,1774.92520524164
ILI incidence,AT,2024-11-27,2024-12-08,0.7,3,quantile,1865.37701759904
ILI incidence,AT,2024-11-27,2024-12-08,0.75,3,quantile,1978.65227792653
ILI incidence,AT,2024-11-27,2024-12-08,0.8,3,quantile,2132.08590533873
ILI incidence,AT,2024-11-27,2024-12-08,0.85,3,quantile,2324.37517993854
ILI incidence,AT,2024-11-27,2024-12-08,0.9,3,quantile,2584.92274485058
