target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2024-10-23,2024-10-20,0.01,1,quantile,1924.79962082664
ILI incidence,AT,2024-10-23,2024-10-20,0.025,1,quantile,2048.32838748409
ILI incidence,AT,2024-10-23,2024-10-20,0.05,1,quantile,2140.92911787918
ILI incidence,AT,2024-10-23,2024-10-20,0.1,1,quantile,2276.28298834462
ILI incidence,AT,2024-10-23,2024-10-20,0.15,1,quantile,2388.8000210133
ILI incidence,AT,2024-10-23,2024-10-20,0.2,1,quantile,2484.01146740032
ILI incidence,AT,2024-10-23,2024-10-20,0.25,1,quantile,2550.70239509296
ILI incidence,AT,2024-10-23,2024-10-20,0.3,1,quantile,2621.94704760381
ILI incidence,AT,2024-10-23,2024-10-20,0.35,1,quantile,2701.30139945227
ILI incidence,AT,2024-10-23,2024-10-20,0.4,1,quantile,2770.64980958565
ILI incidence,AT,2024-10-23,2024-10-20,0.45,1,quantile,2841.95079858647
ILI incidence,AT,2024-10-23,2024-10-20,0.5,1,quantile,2928.44087876758
ILI incidence,AT,2024-10-23,2024-10-20,0.55,1,quantile,3013.36816020623
ILI incidence,AT,2024-10-23,2024-10-20,0.6,1,quantile,3084.79208986233
ILI incidence,AT,2024-10-23,2024-10-20,0.65,1,quantile,3175.50179174839
ILI incidence,AT,2024-10-23,2024-10-20,0.7,1,quantile,3245.87658285023
ILI incidence,AT,2024-10-23,2024-10-20,0.75,1,quantile,3343.5944902022
ILI incidence,AT,2024-10-23,2024-10-20,0.8,1,quantile,3440.51388310866
ILI incidence,AT,2024-10-23,2024-10-20,0.85,1,quantile,3574.48972210266
ILI incidence,AT,2024-10-23,2024-10-20,0.9,1,quantile,3791.77093740755
ILI incidence,AT,2024-10-23,2024-10-20,0.95,1,quantile,4114.12505677723
ILI incidence,AT,2024-10-23,2024-10-20,0.975,1,quantile,4360.72490075511
ILI incidence,AT,2024-10-23,2024-10-20,0.99,1,quantile,4747.82098777906
ILI incidence,AT,2024-10-23,2024-10-27,0.01,2,quantile,1337.10194723557
ILI incidence,AT,2024-10-23,2024-10-27,0.025,2,quantile,1441.5333227363
ILI incidence,AT,2024-10-23,2024-10-27,0.05,2,quantile,1614.38068984428
ILI incidence,AT,2024-10-23,2024-10-27,0.1,2,quantile,1781.93073302814
ILI incidence,AT,2024-10-23,2024-10-27,0.15,2,quantile,1899.49564217515
ILI incidence,AT,2024-10-23,2024-10-27,0.2,2,quantile,2011.0878081558
ILI incidence,AT,2024-10-23,2024-10-27,0.25,2,quantile,2102.08918779898
ILI incidence,AT,2024-10-23,2024-10-27,0.3,2,quantile,2203.95397926703
ILI incidence,AT,2024-10-23,2024-10-27,0.35,2,quantile,2299.21369387314
ILI incidence,AT,2024-10-23,2024-10-27,0.4,2,quantile,2398.03394193653
ILI incidence,AT,2024-10-23,2024-10-27,0.45,2,quantile,2524.60996968983
