origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-10-30,ILI incidence,1,2024-10-27,AT,quantile,0.010,1119.8000000000002
2024-10-30,ILI incidence,1,2024-10-27,AT,quantile,0.025,1515.8300000000002
2024-10-30,ILI incidence,1,2024-10-27,AT,quantile,0.050,1834.1999999999998
2024-10-30,ILI incidence,1,2024-10-27,AT,quantile,0.100,2198.1
2024-10-30,ILI incidence,1,2024-10-27,AT,quantile,0.150,2370.8999999999996
2024-10-30,ILI incidence,1,2024-10-27,AT,quantile,0.200,2599.9999999999995
2024-10-30,ILI incidence,1,2024-10-27,AT,quantile,0.250,2704.8999999999996
2024-10-30,ILI incidence,1,2024-10-27,AT,quantile,0.300,2803.9
2024-10-30,ILI incidence,1,2024-10-27,AT,quantile,0.350,2915.6
2024-10-30,ILI incidence,1,2024-10-27,AT,quantile,0.400,3037.2999999999997
2024-10-30,ILI incidence,1,2024-10-27,AT,quantile,0.450,3148.6
2024-10-30,ILI incidence,1,2024-10-27,AT,quantile,0.500,3212.9
2024-10-30,ILI incidence,1,2024-10-27,AT,quantile,0.550,3254.1
2024-10-30,ILI incidence,1,2024-10-27,AT,quantile,0.600,3356.4
2024-10-30,ILI incidence,1,2024-10-27,AT,quantile,0.650,3469.0
2024-10-30,ILI incidence,1,2024-10-27,AT,quantile,0.700,3604.0
2024-10-30,ILI incidence,1,2024-10-27,AT,quantile,0.750,3691.3999999999996
2024-10-30,ILI incidence,1,2024-10-27,AT,quantile,0.800,3794.0
2024-10-30,ILI incidence,1,2024-10-27,AT,quantile,0.850,4005.7999999999997
2024-10-30,ILI incidence,1,2024-10-27,AT,quantile,0.900,4205.6
2024-10-30,ILI incidence,1,2024-10-27,AT,quantile,0.950,4594.989999999988
2024-10-30,ILI incidence,1,2024-10-27,AT,quantile,0.975,4919.2
2024-10-30,ILI incidence,1,2024-10-27,AT,quantile,0.990,5297.613
2024-10-30,ILI incidence,1,2024-10-27,AT,median,,3212.9
2024-10-30,ILI incidence,2,2024-11-03,AT,quantile,0.010,777.5999999999999
2024-10-30,ILI incidence,2,2024-11-03,AT,quantile,0.025,1171.2124999999996
2024-10-30,ILI incidence,2,2024-11-03,AT,quantile,0.050,1528.2099999999998
2024-10-30,ILI incidence,2,2024-11-03,AT,quantile,0.100,1949.5
2024-10-30,ILI incidence,2,2024-11-03,AT,quantile,0.150,2211.6199999999994
2024-10-30,ILI incidence,2,2024-11-03,AT,quantile,0.200,2393.4200000000005
2024-10-30,ILI incidence,2,2024-11-03,AT,quantile,0.250,2571.9
2024-10-30,ILI incidence,2,2024-11-03,AT,quantile,0.300,2702.3
2024-10-30,ILI incidence,2,2024-11-03,AT,quantile,0.350,2819.665
2024-10-30,ILI incidence,2,2024-11-03,AT,quantile,0.400,2957.26
2024-10-30,ILI incidence,2,2024-11-03,AT,quantile,0.450,3083.8549999999996
2024-10-30,ILI incidence,2,2024-11-03,AT,quantile,0.500,3201.5499999999997
2024-10-30,ILI incidence,2,2024-11-03,AT,quantile,0.550,3294.4350000000004
2024-10-30,ILI incidence,2,2024-11-03,AT,quantile,0.600,3413.3399999999992
2024-10-30,ILI incidence,2,2024-11-03,AT,quantile,0.650,3568.605
2024-10-30,ILI incidence,2,2024-11-03,AT,quantile,0.700,3681.889999999999
2024-10-30,ILI incidence,2,2024-11-03,AT,quantile,0.750,3814.7999999999997
2024-10-30,ILI incidence,2,2024-11-03,AT,quantile,0.800,3993.48
2024-10-30,ILI incidence,2,2024-11-03,AT,quantile,0.850,4190.299999999999
2024-10-30,ILI incidence,2,2024-11-03,AT,quantile,0.900,4442.41
2024-10-30,ILI incidence,2,2024-11-03,AT,quantile,0.950,4842.6
2024-10-30,ILI incidence,2,2024-11-03,AT,quantile,0.975,5197.654999999998
2024-10-30,ILI incidence,2,2024-11-03,AT,quantile,0.990,5617.541000000001
2024-10-30,ILI incidence,2,2024-11-03,AT,median,,3201.5499999999997
2024-10-30,ILI incidence,3,2024-11-10,AT,quantile,0.010,367.55999999999995
2024-10-30,ILI incidence,3,2024-11-10,AT,quantile,0.025,922.9974999999996
2024-10-30,ILI incidence,3,2024-11-10,AT,quantile,0.050,1326.5749999999998
2024-10-30,ILI incidence,3,2024-11-10,AT,quantile,0.100,1777.2299999999998
2024-10-30,ILI incidence,3,2024-11-10,AT,quantile,0.150,2056.325
2024-10-30,ILI incidence,3,2024-11-10,AT,quantile,0.200,2263.5
2024-10-30,ILI incidence,3,2024-11-10,AT,quantile,0.250,2453.95
2024-10-30,ILI incidence,3,2024-11-10,AT,quantile,0.300,2624.18
2024-10-30,ILI incidence,3,2024-11-10,AT,quantile,0.350,2767.4249999999997
2024-10-30,ILI incidence,3,2024-11-10,AT,quantile,0.400,2910.7599999999998
2024-10-30,ILI incidence,3,2024-11-10,AT,quantile,0.450,3057.9
2024-10-30,ILI incidence,3,2024-11-10,AT,quantile,0.500,3208.7999999999997
2024-10-30,ILI incidence,3,2024-11-10,AT,quantile,0.550,3329.99
2024-10-30,ILI incidence,3,2024-11-10,AT,quantile,0.600,3473.8399999999997
2024-10-30,ILI incidence,3,2024-11-10,AT,quantile,0.650,3621.6099999999997
2024-10-30,ILI incidence,3,2024-11-10,AT,quantile,0.700,3759.749999999999
2024-10-30,ILI incidence,3,2024-11-10,AT,quantile,0.750,3935.25
2024-10-30,ILI incidence,3,2024-11-10,AT,quantile,0.800,4136.219999999999
2024-10-30,ILI incidence,3,2024-11-10,AT,quantile,0.850,4365.015
2024-10-30,ILI incidence,3,2024-11-10,AT,quantile,0.900,4680.8600000000015
2024-10-30,ILI incidence,3,2024-11-10,AT,quantile,0.950,5101.754999999999
2024-10-30,ILI incidence,3,2024-11-10,AT,quantile,0.975,5508.205
2024-10-30,ILI incidence,3,2024-11-10,AT,quantile,0.990,5992.005
2024-10-30,ILI incidence,3,2024-11-10,AT,median,,3208.7999999999997
2024-10-30,ILI incidence,4,2024-11-17,AT,quantile,0.010,180.5889999999999
2024-10-30,ILI incidence,4,2024-11-17,AT,quantile,0.025,713.9850000000005
2024-10-30,ILI incidence,4,2024-11-17,AT,quantile,0.050,1127.94
2024-10-30,ILI incidence,4,2024-11-17,AT,quantile,0.100,1611.0899999999997
2024-10-30,ILI incidence,4,2024-11-17,AT,quantile,0.150,1912.8699999999997
2024-10-30,ILI incidence,4,2024-11-17,AT,quantile,0.200,2141.2799999999997
2024-10-30,ILI incidence,4,2024-11-17,AT,quantile,0.250,2345.4999999999995
