origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-11-06,ILI incidence,1,2024-11-03,AT,quantile,0.010,706.4200000000001
2024-11-06,ILI incidence,1,2024-11-03,AT,quantile,0.025,1149.8674999999996
2024-11-06,ILI incidence,1,2024-11-03,AT,quantile,0.050,1528.3
2024-11-06,ILI incidence,1,2024-11-03,AT,quantile,0.100,1943.8999999999999
2024-11-06,ILI incidence,1,2024-11-03,AT,quantile,0.150,2222.0899999999997
2024-11-06,ILI incidence,1,2024-11-03,AT,quantile,0.200,2407.6
2024-11-06,ILI incidence,1,2024-11-03,AT,quantile,0.250,2587.6499999999996
2024-11-06,ILI incidence,1,2024-11-03,AT,quantile,0.300,2713.2999999999997
2024-11-06,ILI incidence,1,2024-11-03,AT,quantile,0.350,2831.1
2024-11-06,ILI incidence,1,2024-11-03,AT,quantile,0.400,2976.66
2024-11-06,ILI incidence,1,2024-11-03,AT,quantile,0.450,3101.2999999999997
2024-11-06,ILI incidence,1,2024-11-03,AT,quantile,0.500,3206.1
2024-11-06,ILI incidence,1,2024-11-03,AT,quantile,0.550,3303.3250000000003
2024-11-06,ILI incidence,1,2024-11-03,AT,quantile,0.600,3418.5799999999995
2024-11-06,ILI incidence,1,2024-11-03,AT,quantile,0.650,3560.875
2024-11-06,ILI incidence,1,2024-11-03,AT,quantile,0.700,3664.1
2024-11-06,ILI incidence,1,2024-11-03,AT,quantile,0.750,3801.5
2024-11-06,ILI incidence,1,2024-11-03,AT,quantile,0.800,3995.2999999999997
2024-11-06,ILI incidence,1,2024-11-03,AT,quantile,0.850,4193.615000000001
2024-11-06,ILI incidence,1,2024-11-03,AT,quantile,0.900,4470.700000000001
2024-11-06,ILI incidence,1,2024-11-03,AT,quantile,0.950,4866.4
2024-11-06,ILI incidence,1,2024-11-03,AT,quantile,0.975,5222.3324999999995
2024-11-06,ILI incidence,1,2024-11-03,AT,quantile,0.990,5581.104
2024-11-06,ILI incidence,1,2024-11-03,AT,median,,3206.1
2024-11-06,ILI incidence,2,2024-11-10,AT,quantile,0.010,423.66699999999986
2024-11-06,ILI incidence,2,2024-11-10,AT,quantile,0.025,887.1624999999999
2024-11-06,ILI incidence,2,2024-11-10,AT,quantile,0.050,1309.6799999999998
2024-11-06,ILI incidence,2,2024-11-10,AT,quantile,0.100,1750.1
2024-11-06,ILI incidence,2,2024-11-10,AT,quantile,0.150,2050.8399999999997
2024-11-06,ILI incidence,2,2024-11-10,AT,quantile,0.200,2272.2999999999997
2024-11-06,ILI incidence,2,2024-11-10,AT,quantile,0.250,2473.5
2024-11-06,ILI incidence,2,2024-11-10,AT,quantile,0.300,2646.4399999999996
2024-11-06,ILI incidence,2,2024-11-10,AT,quantile,0.350,2788.7
2024-11-06,ILI incidence,2,2024-11-10,AT,quantile,0.400,2927.1799999999994
2024-11-06,ILI incidence,2,2024-11-10,AT,quantile,0.450,3076.9
2024-11-06,ILI incidence,2,2024-11-10,AT,quantile,0.500,3213.25
2024-11-06,ILI incidence,2,2024-11-10,AT,quantile,0.550,3339.1899999999996
2024-11-06,ILI incidence,2,2024-11-10,AT,quantile,0.600,3479.7999999999997
2024-11-06,ILI incidence,2,2024-11-10,AT,quantile,0.650,3624.4999999999995
2024-11-06,ILI incidence,2,2024-11-10,AT,quantile,0.700,3775.3399999999992
2024-11-06,ILI incidence,2,2024-11-10,AT,quantile,0.750,3932.15
2024-11-06,ILI incidence,2,2024-11-10,AT,quantile,0.800,4130.14
2024-11-06,ILI incidence,2,2024-11-10,AT,quantile,0.850,4352.074999999999
2024-11-06,ILI incidence,2,2024-11-10,AT,quantile,0.900,4652.06
2024-11-06,ILI incidence,2,2024-11-10,AT,quantile,0.950,5099.364999999999
2024-11-06,ILI incidence,2,2024-11-10,AT,quantile,0.975,5479.864999999998
2024-11-06,ILI incidence,2,2024-11-10,AT,quantile,0.990,5964.636000000001
2024-11-06,ILI incidence,2,2024-11-10,AT,median,,3213.25
2024-11-06,ILI incidence,3,2024-11-17,AT,quantile,0.010,101.06699999999948
2024-11-06,ILI incidence,3,2024-11-17,AT,quantile,0.025,628.4975000000001
2024-11-06,ILI incidence,3,2024-11-17,AT,quantile,0.050,1094.295
2024-11-06,ILI incidence,3,2024-11-17,AT,quantile,0.100,1577.8699999999997
2024-11-06,ILI incidence,3,2024-11-17,AT,quantile,0.150,1892.1849999999997
2024-11-06,ILI incidence,3,2024-11-17,AT,quantile,0.200,2158.26
2024-11-06,ILI incidence,3,2024-11-17,AT,quantile,0.250,2379.7499999999995
2024-11-06,ILI incidence,3,2024-11-17,AT,quantile,0.300,2558.8099999999995
2024-11-06,ILI incidence,3,2024-11-17,AT,quantile,0.350,2728.8649999999993
2024-11-06,ILI incidence,3,2024-11-17,AT,quantile,0.400,2878.06
2024-11-06,ILI incidence,3,2024-11-17,AT,quantile,0.450,3038.9849999999997
2024-11-06,ILI incidence,3,2024-11-17,AT,quantile,0.500,3199.45
2024-11-06,ILI incidence,3,2024-11-17,AT,quantile,0.550,3360.745
2024-11-06,ILI incidence,3,2024-11-17,AT,quantile,0.600,3515.24
2024-11-06,ILI incidence,3,2024-11-17,AT,quantile,0.650,3679.4049999999997
2024-11-06,ILI incidence,3,2024-11-17,AT,quantile,0.700,3855.8299999999995
2024-11-06,ILI incidence,3,2024-11-17,AT,quantile,0.750,4026.15
2024-11-06,ILI incidence,3,2024-11-17,AT,quantile,0.800,4254.460000000001
2024-11-06,ILI incidence,3,2024-11-17,AT,quantile,0.850,4513.4800000000005
2024-11-06,ILI incidence,3,2024-11-17,AT,quantile,0.900,4820.349999999999
2024-11-06,ILI incidence,3,2024-11-17,AT,quantile,0.950,5269.729999999999
2024-11-06,ILI incidence,3,2024-11-17,AT,quantile,0.975,5742.4375
2024-11-06,ILI incidence,3,2024-11-17,AT,quantile,0.990,6291.123
2024-11-06,ILI incidence,3,2024-11-17,AT,median,,3199.45
2024-11-06,ILI incidence,4,2024-11-24,AT,quantile,0.010,0.0
2024-11-06,ILI incidence,4,2024-11-24,AT,quantile,0.025,374.5574999999995
2024-11-06,ILI incidence,4,2024-11-24,AT,quantile,0.050,888.3899999999996
2024-11-06,ILI incidence,4,2024-11-24,AT,quantile,0.100,1405.3500000000004
2024-11-06,ILI incidence,4,2024-11-24,AT,quantile,0.150,1750.9849999999994
2024-11-06,ILI incidence,4,2024-11-24,AT,quantile,0.200,2028.7599999999998
2024-11-06,ILI incidence,4,2024-11-24,AT,quantile,0.250,2263.475
2024-11-06,ILI incidence,4,2024-11-24,AT,quantile,0.300,2480.9399999999996
2024-11-06,ILI incidence,4,2024-11-24,AT,quantile,0.350,2683.625
2024-11-06,ILI incidence,4,2024-11-24,AT,quantile,0.400,2855.5
2024-11-06,ILI incidence,4,2024-11-24,AT,quantile,0.450,3028.0
2024-11-06,ILI incidence,4,2024-11-24,AT,quantile,0.500,3197.0
2024-11-06,ILI incidence,4,2024-11-24,AT,quantile,0.550,3376.935
2024-11-06,ILI incidence,4,2024-11-24,AT,quantile,0.600,3552.8999999999996
2024-11-06,ILI incidence,4,2024-11-24,AT,quantile,0.650,3729.87
2024-11-06,ILI incidence,4,2024-11-24,AT,quantile,0.700,3926.6299999999997
2024-11-06,ILI incidence,4,2024-11-24,AT,quantile,0.750,4124.575
2024-11-06,ILI incidence,4,2024-11-24,AT,quantile,0.800,4355.280000000001
2024-11-06,ILI incidence,4,2024-11-24,AT,quantile,0.850,4625.705
2024-11-06,ILI incidence,4,2024-11-24,AT,quantile,0.900,4978.150000000001
2024-11-06,ILI incidence,4,2024-11-24,AT,quantile,0.950,5494.674999999999
2024-11-06,ILI incidence,4,2024-11-24,AT,quantile,0.975,5955.264999999996
2024-11-06,ILI incidence,4,2024-11-24,AT,quantile,0.990,6544.637000000002
2024-11-06,ILI incidence,4,2024-11-24,AT,median,,3197.0
2024-11-06,ILI incidence,1,2024-11-03,BE,quantile,0.010,0.0
2024-11-06,ILI incidence,1,2024-11-03,BE,quantile,0.025,0.0
2024-11-06,ILI incidence,1,2024-11-03,BE,quantile,0.050,0.0
2024-11-06,ILI incidence,1,2024-11-03,BE,quantile,0.100,84.09999999999997
2024-11-06,ILI incidence,1,2024-11-03,BE,quantile,0.150,122.9
2024-11-06,ILI incidence,1,2024-11-03,BE,quantile,0.200,142.8
2024-11-06,ILI incidence,1,2024-11-03,BE,quantile,0.250,159.575
2024-11-06,ILI incidence,1,2024-11-03,BE,quantile,0.300,173.1
2024-11-06,ILI incidence,1,2024-11-03,BE,quantile,0.350,184.06499999999997
2024-11-06,ILI incidence,1,2024-11-03,BE,quantile,0.400,194.60000000000002
2024-11-06,ILI incidence,1,2024-11-03,BE,quantile,0.450,204.60000000000002
2024-11-06,ILI incidence,1,2024-11-03,BE,quantile,0.500,213.0
2024-11-06,ILI incidence,1,2024-11-03,BE,quantile,0.550,223.2
2024-11-06,ILI incidence,1,2024-11-03,BE,quantile,0.600,233.4
2024-11-06,ILI incidence,1,2024-11-03,BE,quantile,0.650,243.39999999999998
2024-11-06,ILI incidence,1,2024-11-03,BE,quantile,0.700,254.72999999999993
2024-11-06,ILI incidence,1,2024-11-03,BE,quantile,0.750,267.325
2024-11-06,ILI incidence,1,2024-11-03,BE,quantile,0.800,282.72
2024-11-06,ILI incidence,1,2024-11-03,BE,quantile,0.850,304.8299999999999
2024-11-06,ILI incidence,1,2024-11-03,BE,quantile,0.900,344.09999999999997
2024-11-06,ILI incidence,1,2024-11-03,BE,quantile,0.950,506.7649999999991
2024-11-06,ILI incidence,1,2024-11-03,BE,quantile,0.975,578.3
2024-11-06,ILI incidence,1,2024-11-03,BE,quantile,0.990,628.4000000000001
2024-11-06,ILI incidence,1,2024-11-03,BE,median,,213.0
2024-11-06,ILI incidence,2,2024-11-10,BE,quantile,0.010,0.0
2024-11-06,ILI incidence,2,2024-11-10,BE,quantile,0.025,0.0
2024-11-06,ILI incidence,2,2024-11-10,BE,quantile,0.050,0.0
2024-11-06,ILI incidence,2,2024-11-10,BE,quantile,0.100,21.200000000000014
2024-11-06,ILI incidence,2,2024-11-10,BE,quantile,0.150,84.0
2024-11-06,ILI incidence,2,2024-11-10,BE,quantile,0.200,116.60000000000002
2024-11-06,ILI incidence,2,2024-11-10,BE,quantile,0.250,140.2
2024-11-06,ILI incidence,2,2024-11-10,BE,quantile,0.300,158.8
2024-11-06,ILI incidence,2,2024-11-10,BE,quantile,0.350,173.90000000000003
2024-11-06,ILI incidence,2,2024-11-10,BE,quantile,0.400,187.60000000000002
2024-11-06,ILI incidence,2,2024-11-10,BE,quantile,0.450,201.755
2024-11-06,ILI incidence,2,2024-11-10,BE,quantile,0.500,214.4
2024-11-06,ILI incidence,2,2024-11-10,BE,quantile,0.550,226.94500000000005
2024-11-06,ILI incidence,2,2024-11-10,BE,quantile,0.600,239.54
2024-11-06,ILI incidence,2,2024-11-10,BE,quantile,0.650,252.6
2024-11-06,ILI incidence,2,2024-11-10,BE,quantile,0.700,269.5
2024-11-06,ILI incidence,2,2024-11-10,BE,quantile,0.750,287.20000000000005
2024-11-06,ILI incidence,2,2024-11-10,BE,quantile,0.800,309.09999999999997
2024-11-06,ILI incidence,2,2024-11-10,BE,quantile,0.850,341.0299999999999
2024-11-06,ILI incidence,2,2024-11-10,BE,quantile,0.900,404.01000000000005
2024-11-06,ILI incidence,2,2024-11-10,BE,quantile,0.950,550.41
2024-11-06,ILI incidence,2,2024-11-10,BE,quantile,0.975,617.3000000000001
2024-11-06,ILI incidence,2,2024-11-10,BE,quantile,0.990,683.1
2024-11-06,ILI incidence,2,2024-11-10,BE,median,,214.4
2024-11-06,ILI incidence,3,2024-11-17,BE,quantile,0.010,0.0
2024-11-06,ILI incidence,3,2024-11-17,BE,quantile,0.025,0.0
2024-11-06,ILI incidence,3,2024-11-17,BE,quantile,0.050,0.0
2024-11-06,ILI incidence,3,2024-11-17,BE,quantile,0.100,0.0
2024-11-06,ILI incidence,3,2024-11-17,BE,quantile,0.150,44.18500000000001
