"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2024-12-04,1,2024-12-01,0.01,2999.74,"quantile","ILI incidence","AT"
2024-12-04,1,2024-12-01,0.025,3012.6,"quantile","ILI incidence","AT"
2024-12-04,1,2024-12-01,0.05,3044,"quantile","ILI incidence","AT"
2024-12-04,1,2024-12-01,0.1,3074.8,"quantile","ILI incidence","AT"
2024-12-04,1,2024-12-01,0.15,3094.55,"quantile","ILI incidence","AT"
2024-12-04,1,2024-12-01,0.2,3098.8,"quantile","ILI incidence","AT"
2024-12-04,1,2024-12-01,0.25,3109,"quantile","ILI incidence","AT"
2024-12-04,1,2024-12-01,0.3,3118.1,"quantile","ILI incidence","AT"
2024-12-04,1,2024-12-01,0.35,3123.65,"quantile","ILI incidence","AT"
2024-12-04,1,2024-12-01,0.4,3130,"quantile","ILI incidence","AT"
2024-12-04,1,2024-12-01,0.45,3137,"quantile","ILI incidence","AT"
2024-12-04,1,2024-12-01,0.5,3145.5,"quantile","ILI incidence","AT"
2024-12-04,1,2024-12-01,0.55,3148.45,"quantile","ILI incidence","AT"
2024-12-04,1,2024-12-01,0.6,3159.8,"quantile","ILI incidence","AT"
2024-12-04,1,2024-12-01,0.65,3169,"quantile","ILI incidence","AT"
2024-12-04,1,2024-12-01,0.7,3175,"quantile","ILI incidence","AT"
2024-12-04,1,2024-12-01,0.75,3182.25,"quantile","ILI incidence","AT"
2024-12-04,1,2024-12-01,0.8,3188.4,"quantile","ILI incidence","AT"
2024-12-04,1,2024-12-01,0.85,3196.3,"quantile","ILI incidence","AT"
2024-12-04,1,2024-12-01,0.9,3215.2,"quantile","ILI incidence","AT"
2024-12-04,1,2024-12-01,0.95,3251.3,"quantile","ILI incidence","AT"
2024-12-04,1,2024-12-01,0.975,3267.15,"quantile","ILI incidence","AT"
2024-12-04,1,2024-12-01,0.99,3272.15,"quantile","ILI incidence","AT"
2024-12-04,1,2024-12-01,0.01,217.95,"quantile","ILI incidence","BE"
2024-12-04,1,2024-12-01,0.025,218.475,"quantile","ILI incidence","BE"
2024-12-04,1,2024-12-01,0.05,221.95,"quantile","ILI incidence","BE"
2024-12-04,1,2024-12-01,0.1,224.9,"quantile","ILI incidence","BE"
2024-12-04,1,2024-12-01,0.15,228.85,"quantile","ILI incidence","BE"
2024-12-04,1,2024-12-01,0.2,230.8,"quantile","ILI incidence","BE"
2024-12-04,1,2024-12-01,0.25,233.75,"quantile","ILI incidence","BE"
2024-12-04,1,2024-12-01,0.3,236,"quantile","ILI incidence","BE"
2024-12-04,1,2024-12-01,0.35,237,"quantile","ILI incidence","BE"
2024-12-04,1,2024-12-01,0.4,240,"quantile","ILI incidence","BE"
2024-12-04,1,2024-12-01,0.45,242.55,"quantile","ILI incidence","BE"
2024-12-04,1,2024-12-01,0.5,245,"quantile","ILI incidence","BE"
2024-12-04,1,2024-12-01,0.55,247,"quantile","ILI incidence","BE"
2024-12-04,1,2024-12-01,0.6,248,"quantile","ILI incidence","BE"
2024-12-04,1,2024-12-01,0.65,249,"quantile","ILI incidence","BE"
2024-12-04,1,2024-12-01,0.7,251.3,"quantile","ILI incidence","BE"
2024-12-04,1,2024-12-01,0.75,253.75,"quantile","ILI incidence","BE"
2024-12-04,1,2024-12-01,0.8,257,"quantile","ILI incidence","BE"
2024-12-04,1,2024-12-01,0.85,260.3,"quantile","ILI incidence","BE"
2024-12-04,1,2024-12-01,0.9,265.2,"quantile","ILI incidence","BE"
2024-12-04,1,2024-12-01,0.95,270,"quantile","ILI incidence","BE"
2024-12-04,1,2024-12-01,0.975,275.675,"quantile","ILI incidence","BE"
2024-12-04,1,2024-12-01,0.99,284.02,"quantile","ILI incidence","BE"
2024-12-04,1,2024-12-01,0.01,9.98,"quantile","ILI incidence","HR"
2024-12-04,1,2024-12-01,0.025,11.475,"quantile","ILI incidence","HR"
2024-12-04,1,2024-12-01,0.05,13.95,"quantile","ILI incidence","HR"
2024-12-04,1,2024-12-01,0.1,15.9,"quantile","ILI incidence","HR"
2024-12-04,1,2024-12-01,0.15,17,"quantile","ILI incidence","HR"
2024-12-04,1,2024-12-01,0.2,17,"quantile","ILI incidence","HR"
2024-12-04,1,2024-12-01,0.25,18,"quantile","ILI incidence","HR"
2024-12-04,1,2024-12-01,0.3,19,"quantile","ILI incidence","HR"
2024-12-04,1,2024-12-01,0.35,19,"quantile","ILI incidence","HR"
2024-12-04,1,2024-12-01,0.4,19,"quantile","ILI incidence","HR"
2024-12-04,1,2024-12-01,0.45,20,"quantile","ILI incidence","HR"
2024-12-04,1,2024-12-01,0.5,20.5,"quantile","ILI incidence","HR"
2024-12-04,1,2024-12-01,0.55,21,"quantile","ILI incidence","HR"
2024-12-04,1,2024-12-01,0.6,22,"quantile","ILI incidence","HR"
2024-12-04,1,2024-12-01,0.65,22,"quantile","ILI incidence","HR"
2024-12-04,1,2024-12-01,0.7,22,"quantile","ILI incidence","HR"
2024-12-04,1,2024-12-01,0.75,23,"quantile","ILI incidence","HR"
2024-12-04,1,2024-12-01,0.8,24,"quantile","ILI incidence","HR"
2024-12-04,1,2024-12-01,0.85,25,"quantile","ILI incidence","HR"
2024-12-04,1,2024-12-01,0.9,25,"quantile","ILI incidence","HR"
2024-12-04,1,2024-12-01,0.95,26.1,"quantile","ILI incidence","HR"
2024-12-04,1,2024-12-01,0.975,28,"quantile","ILI incidence","HR"
2024-12-04,1,2024-12-01,0.99,29.03,"quantile","ILI incidence","HR"
2024-12-04,1,2024-12-01,0.01,49.97,"quantile","ILI incidence","CZ"
2024-12-04,1,2024-12-01,0.025,50,"quantile","ILI incidence","CZ"
2024-12-04,1,2024-12-01,0.05,52.9,"quantile","ILI incidence","CZ"
2024-12-04,1,2024-12-01,0.1,54,"quantile","ILI incidence","CZ"
2024-12-04,1,2024-12-01,0.15,54,"quantile","ILI incidence","CZ"
2024-12-04,1,2024-12-01,0.2,55.8,"quantile","ILI incidence","CZ"
2024-12-04,1,2024-12-01,0.25,56.75,"quantile","ILI incidence","CZ"
2024-12-04,1,2024-12-01,0.3,58,"quantile","ILI incidence","CZ"
2024-12-04,1,2024-12-01,0.35,59,"quantile","ILI incidence","CZ"
2024-12-04,1,2024-12-01,0.4,59,"quantile","ILI incidence","CZ"
2024-12-04,1,2024-12-01,0.45,60,"quantile","ILI incidence","CZ"
2024-12-04,1,2024-12-01,0.5,60,"quantile","ILI incidence","CZ"
2024-12-04,1,2024-12-01,0.55,61,"quantile","ILI incidence","CZ"
2024-12-04,1,2024-12-01,0.6,63,"quantile","ILI incidence","CZ"
2024-12-04,1,2024-12-01,0.65,64,"quantile","ILI incidence","CZ"
2024-12-04,1,2024-12-01,0.7,64,"quantile","ILI incidence","CZ"
